id	type	modified	bibliographicCitation	references	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	occurrenceStatus	preparations	otherCatalogNumbers	associatedOccurrences	eventID	parentEventID	samplingProtocol	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	locationID	continent	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	georeferenceRemarks	identifiedBy	dateIdentified	identificationQualifier	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1525		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.2;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1525	IBSS_Benthos_1935_839	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	494		Black Sea				Azov Sea				6	6.3	46.86	37.25	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1526		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.2;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1526	IBSS_Benthos_1935_840	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	494		Black Sea				Azov Sea				6	6.3	46.86	37.25	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1527		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.2;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1527	IBSS_Benthos_1935_841	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	494		Black Sea				Azov Sea				6	6.3	46.86	37.25	EPSG:4326								urn:lsid:marinespecies.org:taxname:140127	Hydrobia ventrosa										(Montagu)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1528		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1528	IBSS_Benthos_1935_842							present							Ind/m²	1935-10-10				1935	10	10	495		Black Sea				Azov Sea				3	3.3	46.92	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1529		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1529	IBSS_Benthos_1935_843							present							Ind/m²	1935-10-10				1935	10	10	495		Black Sea				Azov Sea				3	3.3	46.92	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1530		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1530	IBSS_Benthos_1935_844							present							Ind/m²	1935-10-10				1935	10	10	495		Black Sea				Azov Sea				3	3.3	46.92	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1531		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1531	IBSS_Benthos_1935_845							present							Ind/m²	1935-10-10				1935	10	10	495		Black Sea				Azov Sea				3	3.3	46.92	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:140127	Hydrobia ventrosa										(Montagu)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1532		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1532	IBSS_Benthos_1935_846							present							Ind/m²	1935-10-10				1935	10	10	495d		Black Sea				Azov Sea						46.94	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:742971	Pontogammarus maeoticus										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1533		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1533	IBSS_Benthos_1935_847							present							Ind/m²	1935-10-10				1935	10	10	495c		Black Sea				Azov Sea				3	3	46.94	37.27	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1534		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=14.6;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1534	IBSS_Benthos_1935_848	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	496		Black Sea				Azov Sea				5	5	46.9	37.22	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1535		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=14.6;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1535	IBSS_Benthos_1935_849	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	496		Black Sea				Azov Sea				5	5	46.9	37.22	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1536		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=14.6;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1536	IBSS_Benthos_1935_851	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	496		Black Sea				Azov Sea				5	5	46.9	37.22	EPSG:4326								urn:lsid:marinespecies.org:taxname:110594	Pterocuma pectinatum										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1537		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=14.6;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1537	IBSS_Benthos_1935_852	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-10				1935	10	10	496		Black Sea				Azov Sea				5	5	46.9	37.22	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198	IBSS_Benthos_1935_1271							present							Ind/m²	1935-10-03				1935	10	3	438		Black Sea				Azov Sea				6	6.6	46.25	38.0	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199	IBSS_Benthos_1935_1272							present							Ind/m²	1935-10-03				1935	10	3	438		Black Sea				Azov Sea				6	6.6	46.25	38.0	EPSG:4326								urn:lsid:marinespecies.org:taxname:130359	Nephtys hombergii										M. Edw
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200	IBSS_Benthos_1935_1273							present							Ind/m²	1935-10-03				1935	10	3	438		Black Sea				Azov Sea				6	6.6	46.25	38.0	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.8;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201	IBSS_Benthos_1935_1291	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-17				1935	6	17	80		Black Sea				Azov Sea				8	8.4	46.81	37.11	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202	IBSS_Benthos_1935_1071							present							Ind/m²	1935-06-22				1935	6	22	122b		Black Sea				Azov Sea				5	5	46.45	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203	IBSS_Benthos_1935_1072							present							Ind/m²	1935-06-22				1935	6	22	122b		Black Sea				Azov Sea				5	5	46.45	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204	IBSS_Benthos_1935_1073							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:2036	Oligochaeta sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205	IBSS_Benthos_1935_1074							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1206		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1206	IBSS_Benthos_1935_1075							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:130617	Eteone picta										Quatrefages
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207	IBSS_Benthos_1935_1076							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:1078	Ostracoda sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1208		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1208	IBSS_Benthos_1935_1077							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:110594	Pterocuma pectinatum										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209	IBSS_Benthos_1935_1078							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210	IBSS_Benthos_1935_1079							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211	IBSS_Benthos_1935_1080							present							Ind/m²	1935-06-22				1935	6	22	123		Black Sea				Azov Sea				5	5	46.43	36.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_439		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_439	IBSS_Benthos_1935_1477							present							Ind/m²	1935-09-25				1935	9	25	385		Black Sea				Azov Sea				8	8.5	45.34	37.35	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_440		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_440	IBSS_Benthos_1935_1478	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	386		Black Sea				Azov Sea				8	8.1	45.36	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_438		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=16.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_438	IBSS_Benthos_1935_207	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-03				1935	10	3	448		Black Sea				Azov Sea				8	8.2	46.23	37.23	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_442		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_442	IBSS_Benthos_1935_1480	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	386		Black Sea				Azov Sea				8	8.1	45.36	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_443		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_443	IBSS_Benthos_1935_1481	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	386		Black Sea				Azov Sea				8	8.1	45.36	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_441		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_441	IBSS_Benthos_1935_1479	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	386		Black Sea				Azov Sea				8	8.1	45.36	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:452043	Brachynotus lucasi										(M. Edw.)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1130		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1130	IBSS_Benthos_1935_1195							present							Ind/m²	1935-10-10				1935	10	10	502		Black Sea				Azov Sea				8	8	46.68	36.83	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_67		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_67	IBSS_Benthos_1935_1364							present							Ind/m²	1935-10-01				1935	10	1	420		Black Sea				Azov Sea				6	6.8	46.05	37.87	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_72		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_72	IBSS_Benthos_1935_1369							present							Ind/m²	1935-10-01				1935	10	1	421		Black Sea				Azov Sea				8	8.5	46.05	37.69	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_568		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_568	IBSS_Benthos_1935_355							present							Ind/m²	1935-06-24				1935	6	24	139		Black Sea				Azov Sea				7	7	46.26	35.52	EPSG:4326								urn:lsid:marinespecies.org:taxname:110594	Pterocuma pectinatum										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_435		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=16.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_435	IBSS_Benthos_1935_204	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-03				1935	10	3	448		Black Sea				Azov Sea				8	8.2	46.23	37.23	EPSG:4326								urn:lsid:marinespecies.org:taxname:101896	Ampelisca diadema										(A. Costa)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_437		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=16.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_437	IBSS_Benthos_1935_206	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-03				1935	10	3	448		Black Sea				Azov Sea				8	8.2	46.23	37.23	EPSG:4326								urn:lsid:marinespecies.org:taxname:452043	Brachynotus lucasi										(M. Edw.)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_436		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=16.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_436	IBSS_Benthos_1935_205	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-03				1935	10	3	448		Black Sea				Azov Sea				8	8.2	46.23	37.23	EPSG:4326								urn:lsid:marinespecies.org:taxname:102048	Microdeutopus gryllotalpa										A. Costa
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_104		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_104	IBSS_Benthos_1935_1382							present							Ind/m²	1935-10-01				1935	10	1	423		Black Sea				Azov Sea				10	10	46.06	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_105		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_105	IBSS_Benthos_1935_1383							present							Ind/m²	1935-10-12				1935	10	12	505		Black Sea				Azov Sea				5	5.2	46.67	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106	IBSS_Benthos_1935_1384							present							Ind/m²	1935-10-12				1935	10	12	505		Black Sea				Azov Sea				5	5.2	46.67	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.1;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107	IBSS_Benthos_1935_1385	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	506		Black Sea				Azov Sea				6	6	46.66	36.68	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.1;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108	IBSS_Benthos_1935_1386	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	506		Black Sea				Azov Sea				6	6	46.66	36.68	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_109		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.1;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_109	IBSS_Benthos_1935_1387	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	506		Black Sea				Azov Sea				6	6	46.66	36.68	EPSG:4326								urn:lsid:marinespecies.org:taxname:101896	Ampelisca diadema										(A. Costa)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_110		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.1;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_110	IBSS_Benthos_1935_1389	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	506		Black Sea				Azov Sea				6	6	46.66	36.68	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_117		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_117	IBSS_Benthos_1935_106							present							Ind/m²	1935-09-27				1935	9	27	416		Black Sea				Azov Sea				8	8.6	45.97	37.79	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_118		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.1;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_118	IBSS_Benthos_1935_1390	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	506		Black Sea				Azov Sea				6	6	46.66	36.68	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_119		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_119	IBSS_Benthos_1935_1391							present							Ind/m²	1935-10-12				1935	10	12	514		Black Sea				Azov Sea				10	10.8	46.67	36.93	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120	IBSS_Benthos_1935_1392							present							Ind/m²	1935-10-12				1935	10	12	514		Black Sea				Azov Sea				10	10.8	46.67	36.93	EPSG:4326								urn:lsid:marinespecies.org:taxname:130359	Nephtys hombergii										M. Edw
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121	IBSS_Benthos_1935_1393							present							Ind/m²	1935-10-12				1935	10	12	514		Black Sea				Azov Sea				10	10.8	46.67	36.93	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122	IBSS_Benthos_1935_1394							present							Ind/m²	1935-10-12				1935	10	12	514		Black Sea				Azov Sea				10	10.8	46.67	36.93	EPSG:4326								urn:lsid:marinespecies.org:taxname:1078	Ostracoda sp.										
