id	measurementID	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementAccuracy	measurementUnit	measurementUnitID	measurementDeterminedDate	measurementDeterminedBy	measurementMethod	measurementRemarks
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_940	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_941		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_941	biomass		19.62			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_941		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_941	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	261			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_942		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_942	biomass		2.74			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_942		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_942	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	16			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_943		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_943	biomass		12.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_943		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_943	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	7550			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_944		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_944	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_944		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_944	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_945		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_945	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_945		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_945	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	25			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_946		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_946	biomass		15.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_946		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_946	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	2045			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_947		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_947	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_947		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_947	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948	biomass		5.7			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	370			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_948	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_949	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95	biomass		2.35			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	370			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_95	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.6			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950	biomass		18.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	245			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_950	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951	biomass		18.25			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	135			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_951	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952	biomass		196.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	975			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_952	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953	biomass		0.25			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_953	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954	biomass		7.55			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	280			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_954	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955	biomass		0.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_955	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956	biomass		93.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	2370			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_956	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957	biomass		702.5			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	350			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_957	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958	biomass		15.4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	3070			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_958	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959	biomass		5.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5640			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_959	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96	biomass		0.75			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	520			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_96	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.6			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_960		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_960	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_960		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_960	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_961		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_961	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_961		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_961	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_962		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_962	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_962		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_962	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	75			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_963		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_963	biomass		69.75			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_963		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_963	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	955			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_964		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_964	biomass		31.7			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_964		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_964	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	65			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_965		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_965	biomass		81.95			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_965		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_965	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	460			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_966		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_966	biomass		0.01			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_966		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_966	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967	biomass		0.25			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_967	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_968		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_968	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	8			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_969		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_969	biomass		3.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_969		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_969	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	215			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97	biomass		11.35			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	200			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_97	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.6			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_970		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_970	biomass		0.75			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_970		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_970	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_971		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_971	biomass		10.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_971		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_971	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1520			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972	biomass		3.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1695			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_972	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	24.25			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_973		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_973	biomass		0.005			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_973		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_973	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_974		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_974	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_974		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_974	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_975		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_975	biomass		0.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_975		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_975	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_976		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_976	biomass		4.4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_976		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_976	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	800			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_977	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	35			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_978	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20.6			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_979		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_979	biomass		0.315			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_979		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_979	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	189			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98	biomass		236.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	2185			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_98	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.6			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_980		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_980	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_980		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_980	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_981		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_981	biomass		31.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_981		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_981	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1880			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_982		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_982	biomass		14.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_982		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_982	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_983		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_983	biomass		1.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_983		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_983	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	60			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	25			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_984	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20.3			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_985		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_985	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	3			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_986		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_986	biomass		50.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_986		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_986	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1840			ind/m2					
